Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2076,US-2022-102075,2020-04-04,2020-04-05,First Class,CG-10075,Customer 75,Home Office,United States,City 25,State 15,12075,Central,FUR-TEC-3075,Technology,Copiers,Copiers 75,3262.83,3,0.16,481.0
2077,US-2019-102076,2021-05-17,2021-05-20,Same Day,CG-10076,Customer 76,Consumer,United States,City 26,State 16,12076,East,FUR-TEC-3076,Technology,Copiers,Copiers 76,210.58,1,0.1,21.68
2078,US-2020-102077,2022-01-08,2022-01-17,First Class,CG-10077,Customer 77,Corporate,United States,City 27,State 17,12077,West,FUR-TEC-3077,Technology,Copiers,Copiers 77,2794.59,7,0.16,498.08
2079,US-2021-102078,2020-08-21,2020-08-22,Standard Class,CG-10078,Customer 78,Home Office,United States,City 28,State 18,12078,East,FUR-TEC-3078,Technology,Machines,Machines 78,339.75,3,0.04,40.53
2080,US-2022-102079,2021-10-10,2021-10-19,Second Class,CG-10079,Customer 79,Corporate,United States,City 29,State 19,12079,West,FUR-OFF-3079,Office Supplies,Art,Art 79,2737.33,1,0.38,469.95
2081,US-2019-102080,2019-09-09,2019-09-13,Standard Class,CG-10080,Customer 80,Corporate,United States,City 30,State 0,12080,South,FUR-TEC-3080,Technology,Accessories,Accessories 80,3331.08,6,0.22,426.6
2082,US-2020-102081,2020-01-24,2020-02-01,Second Class,CG-10081,Customer 81,Consumer,United States,City 31,State 1,12081,Central,FUR-TEC-3081,Technology,Machines,Machines 81,1307.63,9,0.43,105.19
2083,US-2021-102082,2019-06-16,2019-06-19,First Class,CG-10082,Customer 82,Consumer,United States,City 32,State 2,12082,Central,FUR-OFF-3082,Office Supplies,Binders,Binders 82,206.41,2,0.3,35.02
2084,US-2022-102083,2020-12-11,2020-12-15,Second Class,CG-10083,Customer 83,Corporate,United States,City 33,State 3,12083,Central,FUR-TEC-3083,Technology,Machines,Machines 83,802.05,1,0.24,131.12
2085,US-2019-102084,2020-04-07,2020-04-10,First Class,CG-10084,Customer 84,Corporate,United States,City 34,State 4,12084,East,FUR-OFF-3084,Office Supplies,Storage,Storage 84,179.01,9,0.01,35.75
2086,US-2020-102085,2022-07-01,2022-07-08,First Class,CG-10085,Customer 85,Home Office,United States,City 35,State 5,12085,West,FUR-FUR-3085,Furniture,Chairs,Chairs 85,3527.87,2,0.36,562.38
2087,US-2021-102086,2019-09-24,2019-09-26,Standard Class,CG-10086,Customer 86,Consumer,United States,City 36,State 6,12086,East,FUR-OFF-3086,Office Supplies,Storage,Storage 86,3938.85,1,0.11,360.77
2088,US-2022-102087,2021-06-14,2021-06-17,Standard Class,CG-10087,Customer 87,Consumer,United States,City 37,State 7,12087,West,FUR-TEC-3087,Technology,Machines,Machines 87,4086.69,4,0.43,554.36
2089,US-2019-102088,2020-07-20,2020-07-23,Standard Class,CG-10088,Customer 88,Consumer,United States,City 38,State 8,12088,South,FUR-TEC-3088,Technology,Machines,Machines 88,598.31,4,0.32,93.3
2090,US-2020-102089,2020-06-04,2020-06-13,Same Day,CG-10089,Customer 89,Home Office,United States,City 39,State 9,12089,South,FUR-FUR-3089,Furniture,Chairs,Chairs 89,1464.89,4,0.05,296.08
2091,US-2021-102090,2022-11-06,2022-11-10,Standard Class,CG-10090,Customer 90,Home Office,United States,City 40,State 10,12090,South,FUR-OFF-3090,Office Supplies,Binders,Binders 90,2876.88,3,0.05,314.43
2092,US-2022-102091,2022-09-07,2022-09-13,Same Day,CG-10091,Customer 91,Corporate,United States,City 41,State 11,12091,South,FUR-TEC-3091,Technology,Machines,Machines 91,3838.85,4,0.39,635.16
2093,US-2019-102092,2019-04-06,2019-04-14,Second Class,CG-10092,Customer 92,Home Office,United States,City 42,State 12,12092,West,FUR-FUR-3092,Furniture,Tables,Tables 92,3276.68,2,0.48,228.29
2094,US-2020-102093,2021-06-12,2021-06-20,First Class,CG-10093,Customer 93,Consumer,United States,City 43,State 13,12093,East,FUR-FUR-3093,Furniture,Furnishings,Furnishings 93,1739.45,8,0.02,212.35
2095,US-2021-102094,2020-07-06,2020-07-10,Second Class,CG-10094,Customer 94,Consumer,United States,City 44,State 14,12094,West,FUR-TEC-3094,Technology,Phones,Phones 94,4609.55,9,0.34,585.58
2096,US-2022-102095,2022-08-11,2022-08-21,Standard Class,CG-10095,Customer 95,Consumer,United States,City 45,State 15,12095,East,FUR-TEC-3095,Technology,Copiers,Copiers 95,2220.4,8,0.47,196.24
2097,US-2019-102096,2019-08-13,2019-08-22,Second Class,CG-10096,Customer 96,Corporate,United States,City 46,State 16,12096,South,FUR-TEC-3096,Technology,Machines,Machines 96,109.13,2,0.12,10.83
2098,US-2020-102097,2022-05-17,2022-05-20,Same Day,CG-10097,Customer 97,Consumer,United States,City 47,State 17,12097,East,FUR-OFF-3097,Office Supplies,Art,Art 97,52.7,6,0.22,9.32
2099,US-2021-102098,2022-07-12,2022-07-18,Second Class,CG-10098,Customer 98,Consumer,United States,City 48,State 18,12098,West,FUR-FUR-3098,Furniture,Bookcases,Bookcases 98,3781.75,10,0.12,383.01
2100,US-2022-102099,2021-07-09,2021-07-13,Second Class,CG-10099,Customer 99,Consumer,United States,City 49,State 19,12099,South,FUR-OFF-3099,Office Supplies,Storage,Storage 99,2141.34,5,0.11,349.2
2101,US-2019-102100,2019-11-16,2019-11-20,First Class,CG-10100,Customer 100,Corporate,United States,City 0,State 0,12100,East,FUR-TEC-3100,Technology,Machines,Machines 0,3976.06,9,0.29,745.74
2102,US-2020-102101,2019-01-24,2019-01-27,First Class,CG-10101,Customer 101,Corporate,United States,City 1,State 1,12101,East,FUR-OFF-3101,Office Supplies,Art,Art 1,2731.54,9,0.03,723.63
2103,US-2021-102102,2020-10-22,2020-10-24,First Class,CG-10102,Customer 102,Consumer,United States,City 2,State 2,12102,Central,FUR-TEC-3102,Technology,Copiers,Copiers 2,3317.15,7,0.32,410.8
2104,US-2022-102103,2022-10-13,2022-10-15,Standard Class,CG-10103,Customer 103,Corporate,United States,City 3,State 3,12103,Central,FUR-FUR-3103,Furniture,Chairs,Chairs 3,368.5,7,0.43,47.53
2105,US-2019-102104,2019-12-08,2019-12-09,Standard Class,CG-10104,Customer 104,Consumer,United States,City 4,State 4,12104,South,FUR-TEC-3104,Technology,Copiers,Copiers 4,2428.17,3,0.15,373.94
2106,US-2020-102105,2022-09-04,2022-09-12,Second Class,CG-10105,Customer 105,Consumer,United States,City 5,State 5,12105,South,FUR-OFF-3105,Office Supplies,Appliances,Appliances 5,4592.08,6,0.14,773.09
2107,US-2021-102106,2019-09-09,2019-09-11,Standard Class,CG-10106,Customer 106,Home Office,United States,City 6,State 6,12106,Central,FUR-TEC-3106,Technology,Machines,Machines 6,4694.33,5,0.28,549.1
2108,US-2022-102107,2022-01-10,2022-01-19,Second Class,CG-10107,Customer 107,Home Office,United States,City 7,State 7,12107,West,FUR-FUR-3107,Furniture,Bookcases,Bookcases 7,3324.32,3,0.08,596.37
2109,US-2019-102108,2021-04-02,2021-04-04,Second Class,CG-10108,Customer 108,Home Office,United States,City 8,State 8,12108,West,FUR-TEC-3108,Technology,Accessories,Accessories 8,352.78,6,0.16,80.7
2110,US-2020-102109,2022-01-12,2022-01-19,Same Day,CG-10109,Customer 109,Corporate,United States,City 9,State 9,12109,West,FUR-FUR-3109,Furniture,Tables,Tables 9,2929.0,2,0.35,394.9
2111,US-2021-102110,2020-08-21,2020-08-22,Second Class,CG-10110,Customer 110,Home Office,United States,City 10,State 10,12110,Central,FUR-TEC-3110,Technology,Phones,Phones 10,1108.93,3,0.03,225.44
2112,US-2022-102111,2020-06-23,2020-06-30,Second Class,CG-10111,Customer 111,Consumer,United States,City 11,State 11,12111,West,FUR-OFF-3111,Office Supplies,Appliances,Appliances 11,4698.47,3,0.48,367.8
2113,US-2019-102112,2020-10-29,2020-11-06,First Class,CG-10112,Customer 112,Corporate,United States,City 12,State 12,12112,South,FUR-FUR-3112,Furniture,Tables,Tables 12,143.59,10,0.33,25.34
2114,US-2020-102113,2019-05-01,2019-05-02,First Class,CG-10113,Customer 113,Home Office,United States,City 13,State 13,12113,South,FUR-OFF-3113,Office Supplies,Art,Art 13,2270.28,6,0.05,531.82
2115,US-2021-102114,2019-10-07,2019-10-13,Standard Class,CG-10114,Customer 114,Home Office,United States,City 14,State 14,12114,East,FUR-OFF-3114,Office Supplies,Binders,Binders 14,2072.04,3,0.09,206.14
2116,US-2022-102115,2021-12-25,2021-12-27,Same Day,CG-10115,Customer 115,Corporate,United States,City 15,State 15,12115,West,FUR-FUR-3115,Furniture,Tables,Tables 15,3734.24,9,0.1,627.19
2117,US-2019-102116,2019-01-06,2019-01-16,Second Class,CG-10116,Customer 116,Home Office,United States,City 16,State 16,12116,Central,FUR-OFF-3116,Office Supplies,Appliances,Appliances 16,3513.87,10,0.04,875.85
2118,US-2020-102117,2022-08-06,2022-08-15,Second Class,CG-10117,Customer 117,Consumer,United States,City 17,State 17,12117,West,FUR-FUR-3117,Furniture,Chairs,Chairs 17,2360.78,9,0.15,452.5
2119,US-2021-102118,2019-01-31,2019-02-08,Standard Class,CG-10118,Customer 118,Home Office,United States,City 18,State 18,12118,East,FUR-OFF-3118,Office Supplies,Storage,Storage 18,416.15,2,0.41,37.53
2120,US-2022-102119,2020-07-18,2020-07-21,Standard Class,CG-10119,Customer 119,Consumer,United States,City 19,State 19,12119,South,FUR-TEC-3119,Technology,Machines,Machines 19,4409.33,1,0.41,747.91
2121,US-2019-102120,2021-03-08,2021-03-13,Standard Class,CG-10120,Customer 120,Consumer,United States,City 20,State 0,12120,Central,FUR-FUR-3120,Furniture,Chairs,Chairs 20,1379.11,9,0.1,198.74
2122,US-2020-102121,2019-10-03,2019-10-05,Same Day,CG-10121,Customer 121,Home Office,United States,City 21,State 1,12121,West,FUR-OFF-3121,Office Supplies,Art,Art 21,4784.23,1,0.14,644.31
2123,US-2021-102122,2021-12-08,2021-12-18,Same Day,CG-10122,Customer 122,Home Office,United States,City 22,State 2,12122,East,FUR-FUR-3122,Furniture,Chairs,Chairs 22,2738.33,1,0.48,169.57
2124,US-2022-102123,2019-03-27,2019-04-03,Standard Class,CG-10123,Customer 123,Consumer,United States,City 23,State 3,12123,East,FUR-OFF-3123,Office Supplies,Appliances,Appliances 23,1406.14,4,0.38,107.19
2125,US-2019-102124,2020-06-28,2020-06-30,Same Day,CG-10124,Customer 124,Consumer,United States,City 24,State 4,12124,South,FUR-TEC-3124,Technology,Copiers,Copiers 24,3868.26,2,0.15,407.53
2126,US-2020-102125,2020-02-29,2020-03-04,First Class,CG-10125,Customer 125,Corporate,United States,City 25,State 5,12125,East,FUR-OFF-3125,Office Supplies,Storage,Storage 25,4730.44,7,0.25,1055.1
2127,US-2021-102126,2019-09-10,2019-09-14,Second Class,CG-10126,Customer 126,Corporate,United States,City 26,State 6,12126,East,FUR-OFF-3126,Office Supplies,Art,Art 26,4711.45,9,0.0,505.48
2128,US-2022-102127,2022-06-28,2022-07-05,First Class,CG-10127,Customer 127,Corporate,United States,City 27,State 7,12127,Central,FUR-OFF-3127,Office Supplies,Art,Art 27,603.71,4,0.12,137.25
2129,US-2019-102128,2019-05-06,2019-05-10,First Class,CG-10128,Customer 128,Corporate,United States,City 28,State 8,12128,South,FUR-TEC-3128,Technology,Accessories,Accessories 28,2985.21,4,0.41,513.0
2130,US-2020-102129,2021-09-13,2021-09-19,Standard Class,CG-10129,Customer 129,Home Office,United States,City 29,State 9,12129,East,FUR-OFF-3129,Office Supplies,Storage,Storage 29,1054.56,8,0.09,139.77
2131,US-2021-102130,2022-03-20,2022-03-26,Same Day,CG-10130,Customer 130,Consumer,United States,City 30,State 10,12130,East,FUR-TEC-3130,Technology,Machines,Machines 30,1091.98,10,0.47,96.94
2132,US-2022-102131,2019-11-14,2019-11-16,Same Day,CG-10131,Customer 131,Consumer,United States,City 31,State 11,12131,South,FUR-TEC-3131,Technology,Phones,Phones 31,252.62,9,0.43,41.11
2133,US-2019-102132,2021-01-20,2021-01-26,Second Class,CG-10132,Customer 132,Consumer,United States,City 32,State 12,12132,West,FUR-FUR-3132,Furniture,Tables,Tables 32,694.0,10,0.24,155.01
2134,US-2020-102133,2021-03-25,2021-04-02,Same Day,CG-10133,Customer 133,Corporate,United States,City 33,State 13,12133,South,FUR-OFF-3133,Office Supplies,Storage,Storage 33,1758.51,7,0.1,160.04
2135,US-2021-102134,2019-11-08,2019-11-11,Same Day,CG-10134,Customer 134,Consumer,United States,City 34,State 14,12134,South,FUR-OFF-3134,Office Supplies,Storage,Storage 34,3976.81,7,0.03,494.89
2136,US-2022-102135,2020-02-07,2020-02-12,First Class,CG-10135,Customer 135,Consumer,United States,City 35,State 15,12135,West,FUR-FUR-3135,Furniture,Bookcases,Bookcases 35,4164.15,3,0.43,372.19
2137,US-2019-102136,2020-12-21,2020-12-24,Second Class,CG-10136,Customer 136,Home Office,United States,City 36,State 16,12136,South,FUR-TEC-3136,Technology,Copiers,Copiers 36,1915.03,5,0.49,251.96
2138,US-2020-102137,2022-05-05,2022-05-09,Standard Class,CG-10137,Customer 137,Home Office,United States,City 37,State 17,12137,West,FUR-OFF-3137,Office Supplies,Appliances,Appliances 37,1587.76,10,0.44,208.35
2139,US-2021-102138,2022-12-03,2022-12-06,Second Class,CG-10138,Customer 138,Consumer,United States,City 38,State 18,12138,South,FUR-FUR-3138,Furniture,Chairs,Chairs 38,2082.05,6,0.3,232.38
2140,US-2022-102139,2019-10-29,2019-11-03,Second Class,CG-10139,Customer 139,Corporate,United States,City 39,State 19,12139,Central,FUR-OFF-3139,Office Supplies,Appliances,Appliances 39,2346.03,10,0.29,244.8
2141,US-2019-102140,2021-10-07,2021-10-14,First Class,CG-10140,Customer 140,Consumer,United States,City 40,State 0,12140,East,FUR-FUR-3140,Furniture,Furnishings,Furnishings 40,3463.99,7,0.39,458.73
2142,US-2020-102141,2021-07-10,2021-07-16,Standard Class,CG-10141,Customer 141,Corporate,United States,City 41,State 1,12141,Central,FUR-FUR-3141,Furniture,Bookcases,Bookcases 41,2800.82,8,0.19,438.72
2143,US-2021-102142,2020-12-07,2020-12-17,Standard Class,CG-10142,Customer 142,Home Office,United States,City 42,State 2,12142,South,FUR-OFF-3142,Office Supplies,Storage,Storage 42,1192.8,10,0.1,143.08
2144,US-2022-102143,2020-01-18,2020-01-20,Standard Class,CG-10143,Customer 143,Corporate,United States,City 43,State 3,12143,Central,FUR-FUR-3143,Furniture,Furnishings,Furnishings 43,2083.3,4,0.24,324.21
2145,US-2019-102144,2020-11-27,2020-12-01,Same Day,CG-10144,Customer 144,Consumer,United States,City 44,State 4,12144,Central,FUR-FUR-3144,Furniture,Furnishings,Furnishings 44,3027.7,7,0.31,232.71
2146,US-2020-102145,2021-09-20,2021-09-22,Same Day,CG-10145,Customer 145,Consumer,United States,City 45,State 5,12145,West,FUR-FUR-3145,Furniture,Bookcases,Bookcases 45,2330.4,8,0.38,172.18
2147,US-2021-102146,2021-01-26,2021-02-02,Standard Class,CG-10146,Customer 146,Consumer,United States,City 46,State 6,12146,Central,FUR-FUR-3146,Furniture,Bookcases,Bookcases 46,551.53,9,0.17,57.25
2148,US-2022-102147,2020-03-20,2020-03-25,Second Class,CG-10147,Customer 147,Corporate,United States,City 47,State 7,12147,West,FUR-TEC-3147,Technology,Accessories,Accessories 47,1696.38,1,0.33,167.26
2149,US-2019-102148,2022-05-13,2022-05-17,Second Class,CG-10148,Customer 148,Consumer,United States,City 48,State 8,12148,East,FUR-OFF-3148,Office Supplies,Binders,Binders 48,1276.48,10,0.13,293.23
2150,US-2020-102149,2021-10-05,2021-10-10,Standard Class,CG-10149,Customer 149,Consumer,United States,City 49,State 9,12149,East,FUR-OFF-3149,Office Supplies,Storage,Storage 49,408.86,6,0.49,41.87
2151,US-2021-102150,2020-02-16,2020-02-19,Standard Class,CG-10150,Customer 150,Home Office,United States,City 0,State 10,12150,South,FUR-OFF-3150,Office Supplies,Storage,Storage 50,2623.55,5,0.25,456.55
2152,US-2022-102151,2022-01-22,2022-02-01,Second Class,CG-10151,Customer 151,Home Office,United States,City 1,State 11,12151,West,FUR-OFF-3151,Office Supplies,Binders,Binders 51,85.5,4,0.18,17.43
2153,US-2019-102152,2021-12-11,2021-12-18,Same Day,CG-10152,Customer 152,Consumer,United States,City 2,State 12,12152,Central,FUR-TEC-3152,Technology,Phones,Phones 52,2610.69,7,0.29,495.56
2154,US-2020-102153,2022-12-25,2022-12-28,First Class,CG-10153,Customer 153,Consumer,United States,City 3,State 13,12153,South,FUR-OFF-3153,Office Supplies,Binders,Binders 53,4574.71,9,0.38,777.99
2155,US-2021-102154,2019-08-29,2019-08-30,Second Class,CG-10154,Customer 154,Corporate,United States,City 4,State 14,12154,West,FUR-OFF-3154,Office Supplies,Art,Art 54,3765.29,10,0.23,509.15
2156,US-2022-102155,2022-07-24,2022-08-02,First Class,CG-10155,Customer 155,Home Office,United States,City 5,State 15,12155,Central,FUR-FUR-3155,Furniture,Bookcases,Bookcases 55,2568.35,4,0.29,282.09
2157,US-2019-102156,2019-03-07,2019-03-08,Second Class,CG-10156,Customer 156,Consumer,United States,City 6,State 16,12156,Central,FUR-FUR-3156,Furniture,Bookcases,Bookcases 56,1088.53,5,0.36,175.48
2158,US-2020-102157,2020-04-17,2020-04-27,Standard Class,CG-10157,Customer 157,Corporate,United States,City 7,State 17,12157,South,FUR-OFF-3157,Office Supplies,Storage,Storage 57,4924.01,6,0.27,1015.43
2159,US-2021-102158,2021-02-26,2021-03-06,Same Day,CG-10158,Customer 158,Corporate,United States,City 8,State 18,12158,West,FUR-TEC-3158,Technology,Phones,Phones 58,4259.62,8,0.22,848.42
2160,US-2022-102159,2019-02-24,2019-03-01,Same Day,CG-10159,Customer 159,Home Office,United States,City 9,State 19,12159,East,FUR-TEC-3159,Technology,Accessories,Accessories 59,2051.89,1,0.06,400.13
2161,US-2019-102160,2019-10-23,2019-10-26,Second Class,CG-10160,Customer 160,Corporate,United States,City 10,State 0,12160,South,FUR-TEC-3160,Technology,Phones,Phones 60,4769.77,6,0.19,930.24
2162,US-2020-102161,2021-12-07,2021-12-13,Standard Class,CG-10161,Customer 161,Home Office,United States,City 11,State 1,12161,South,FUR-TEC-3161,Technology,Machines,Machines 61,3642.52,7,0.26,472.68
2163,US-2021-102162,2021-02-14,2021-02-22,Second Class,CG-10162,Customer 162,Corporate,United States,City 12,State 2,12162,East,FUR-OFF-3162,Office Supplies,Art,Art 62,2379.28,1,0.2,285.36
2164,US-2022-102163,2022-12-17,2022-12-24,Same Day,CG-10163,Customer 163,Corporate,United States,City 13,State 3,12163,South,FUR-FUR-3163,Furniture,Chairs,Chairs 63,2434.39,8,0.15,603.13
2165,US-2019-102164,2022-01-04,2022-01-05,Standard Class,CG-10164,Customer 164,Home Office,United States,City 14,State 4,12164,East,FUR-FUR-3164,Furniture,Chairs,Chairs 64,4707.47,3,0.33,482.78
2166,US-2020-102165,2022-01-23,2022-01-25,First Class,CG-10165,Customer 165,Consumer,United States,City 15,State 5,12165,South,FUR-OFF-3165,Office Supplies,Art,Art 65,4216.22,10,0.05,970.72
2167,US-2021-102166,2019-03-08,2019-03-09,Standard Class,CG-10166,Customer 166,Home Office,United States,City 16,State 6,12166,Central,FUR-OFF-3166,Office Supplies,Appliances,Appliances 66,1737.47,3,0.01,447.37
2168,US-2022-102167,2020-06-11,2020-06-15,Standard Class,CG-10167,Customer 167,Home Office,United States,City 17,State 7,12167,Central,FUR-OFF-3167,Office Supplies,Appliances,Appliances 67,3295.61,2,0.16,669.2
2169,US-2019-102168,2019-11-11,2019-11-21,Standard Class,CG-10168,Customer 168,Home Office,United States,City 18,State 8,12168,Central,FUR-FUR-3168,Furniture,Chairs,Chairs 68,2750.39,6,0.3,463.22
2170,US-2020-102169,2021-12-17,2021-12-25,First Class,CG-10169,Customer 169,Consumer,United States,City 19,State 9,12169,South,FUR-TEC-3169,Technology,Phones,Phones 69,2407.88,3,0.34,295.5
2171,US-2021-102170,2020-02-18,2020-02-26,Standard Class,CG-10170,Customer 170,Consumer,United States,City 20,State 10,12170,West,FUR-TEC-3170,Technology,Accessories,Accessories 70,3446.69,7,0.38,380.8
2172,US-2022-102171,2019-10-07,2019-10-12,First Class,CG-10171,Customer 171,Corporate,United States,City 21,State 11,12171,East,FUR-TEC-3171,Technology,Accessories,Accessories 71,4117.49,1,0.11,1019.99
2173,US-2019-102172,2022-08-29,2022-09-08,Standard Class,CG-10172,Customer 172,Corporate,United States,City 22,State 12,12172,East,FUR-TEC-3172,Technology,Copiers,Copiers 72,3162.47,1,0.2,523.37
2174,US-2020-102173,2022-12-26,2022-12-31,Second Class,CG-10173,Customer 173,Consumer,United States,City 23,State 13,12173,South,FUR-TEC-3173,Technology,Machines,Machines 73,1713.06,9,0.03,259.29
2175,US-2021-102174,2019-04-21,2019-04-27,Standard Class,CG-10174,Customer 174,Corporate,United States,City 24,State 14,12174,West,FUR-FUR-3174,Furniture,Tables,Tables 74,794.64,9,0.14,143.22
2176,US-2022-102175,2022-04-05,2022-04-15,Second Class,CG-10175,Customer 175,Consumer,United States,City 25,State 15,12175,Central,FUR-FUR-3175,Furniture,Chairs,Chairs 75,1358.95,4,0.35,178.97
2177,US-2019-102176,2022-11-28,2022-12-03,Same Day,CG-10176,Customer 176,Consumer,United States,City 26,State 16,12176,Central,FUR-TEC-3176,Technology,Machines,Machines 76,4303.21,2,0.15,452.79
2178,US-2020-102177,2020-10-13,2020-10-16,Same Day,CG-10177,Customer 177,Home Office,United States,City 27,State 17,12177,Central,FUR-TEC-3177,Technology,Machines,Machines 77,4288.12,6,0.43,266.68
2179,US-2021-102178,2020-11-04,2020-11-10,Standard Class,CG-10178,Customer 178,Home Office,United States,City 28,State 18,12178,South,FUR-TEC-3178,Technology,Copiers,Copiers 78,1494.3,1,0.19,125.32
2180,US-2022-102179,2022-09-30,2022-10-08,Standard Class,CG-10179,Customer 179,Home Office,United States,City 29,State 19,12179,Central,FUR-TEC-3179,Technology,Copiers,Copiers 79,2795.84,9,0.5,385.95
2181,US-2019-102180,2021-02-28,2021-03-02,Second Class,CG-10180,Customer 180,Home Office,United States,City 30,State 0,12180,South,FUR-TEC-3180,Technology,Phones,Phones 80,2072.56,8,0.27,339.02
2182,US-2020-102181,2022-10-23,2022-11-01,Standard Class,CG-10181,Customer 181,Consumer,United States,City 31,State 1,12181,Central,FUR-FUR-3181,Furniture,Chairs,Chairs 81,1563.76,2,0.1,378.82
2183,US-2021-102182,2020-01-17,2020-01-20,Same Day,CG-10182,Customer 182,Corporate,United States,City 32,State 2,12182,East,FUR-OFF-3182,Office Supplies,Art,Art 82,2118.97,3,0.04,293.1
2184,US-2022-102183,2020-02-15,2020-02-24,Same Day,CG-10183,Customer 183,Consumer,United States,City 33,State 3,12183,East,FUR-FUR-3183,Furniture,Furnishings,Furnishings 83,3425.94,8,0.1,582.6
2185,US-2019-102184,2019-04-20,2019-04-21,Same Day,CG-10184,Customer 184,Consumer,United States,City 34,State 4,12184,Central,FUR-OFF-3184,Office Supplies,Appliances,Appliances 84,1283.19,10,0.33,186.5
2186,US-2020-102185,2021-08-24,2021-09-03,Same Day,CG-10185,Customer 185,Corporate,United States,City 35,State 5,12185,West,FUR-TEC-3185,Technology,Copiers,Copiers 85,3290.26,10,0.33,296.98
2187,US-2021-102186,2022-12-19,2022-12-22,Same Day,CG-10186,Customer 186,Corporate,United States,City 36,State 6,12186,South,FUR-TEC-3186,Technology,Machines,Machines 86,3072.15,4,0.38,301.12
2188,US-2022-102187,2020-05-25,2020-06-02,First Class,CG-10187,Customer 187,Corporate,United States,City 37,State 7,12187,South,FUR-OFF-3187,Office Supplies,Binders,Binders 87,2889.24,1,0.01,823.72
2189,US-2019-102188,2021-01-08,2021-01-17,Standard Class,CG-10188,Customer 188,Home Office,United States,City 38,State 8,12188,West,FUR-OFF-3188,Office Supplies,Art,Art 88,3661.03,8,0.4,537.24
2190,US-2020-102189,2021-05-27,2021-05-31,Same Day,CG-10189,Customer 189,Consumer,United States,City 39,State 9,12189,East,FUR-TEC-3189,Technology,Copiers,Copiers 89,2571.55,2,0.14,273.28
2191,US-2021-102190,2021-05-08,2021-05-18,Standard Class,CG-10190,Customer 190,Consumer,United States,City 40,State 10,12190,West,FUR-OFF-3190,Office Supplies,Art,Art 90,1333.11,2,0.47,110.01
2192,US-2022-102191,2022-11-13,2022-11-17,Second Class,CG-10191,Customer 191,Corporate,United States,City 41,State 11,12191,West,FUR-OFF-3191,Office Supplies,Storage,Storage 91,2079.63,9,0.41,250.49
2193,US-2019-102192,2020-04-05,2020-04-12,First Class,CG-10192,Customer 192,Consumer,United States,City 42,State 12,12192,South,FUR-OFF-3192,Office Supplies,Storage,Storage 92,2503.25,3,0.08,481.47
2194,US-2020-102193,2022-06-23,2022-06-25,Same Day,CG-10193,Customer 193,Corporate,United States,City 43,State 13,12193,South,FUR-FUR-3193,Furniture,Tables,Tables 93,87.52,2,0.13,15.42
2195,US-2021-102194,2021-08-01,2021-08-10,Second Class,CG-10194,Customer 194,Consumer,United States,City 44,State 14,12194,West,FUR-FUR-3194,Furniture,Chairs,Chairs 94,840.09,7,0.04,160.35
2196,US-2022-102195,2021-11-05,2021-11-11,Same Day,CG-10195,Customer 195,Home Office,United States,City 45,State 15,12195,Central,FUR-FUR-3195,Furniture,Chairs,Chairs 95,2017.66,4,0.09,341.4
2197,US-2019-102196,2019-03-05,2019-03-14,Same Day,CG-10196,Customer 196,Corporate,United States,City 46,State 16,12196,South,FUR-FUR-3196,Furniture,Bookcases,Bookcases 96,399.2,4,0.05,89.54
2198,US-2020-102197,2020-06-04,2020-06-13,Second Class,CG-10197,Customer 197,Home Office,United States,City 47,State 17,12197,South,FUR-TEC-3197,Technology,Phones,Phones 97,3171.4,4,0.24,411.42
2199,US-2021-102198,2020-05-08,2020-05-09,Second Class,CG-10198,Customer 198,Consumer,United States,City 48,State 18,12198,East,FUR-TEC-3198,Technology,Copiers,Copiers 98,1534.37,4,0.41,97.45
2200,US-2022-102199,2020-05-31,2020-06-01,Second Class,CG-10199,Customer 199,Corporate,United States,City 49,State 19,12199,West,FUR-TEC-3199,Technology,Phones,Phones 99,215.63,7,0.28,34.73
2201,US-2019-102200,2019-03-26,2019-04-02,First Class,CG-10200,Customer 200,Corporate,United States,City 0,State 0,12200,West,FUR-OFF-3200,Office Supplies,Art,Art 0,1844.85,3,0.2,321.65
2202,US-2020-102201,2021-11-13,2021-11-16,First Class,CG-10201,Customer 201,Consumer,United States,City 1,State 1,12201,Central,FUR-TEC-3201,Technology,Phones,Phones 1,3958.4,5,0.1,361.26
2203,US-2021-102202,2021-12-29,2022-01-03,Standard Class,CG-10202,Customer 202,Home Office,United States,City 2,State 2,12202,Central,FUR-TEC-3202,Technology,Copiers,Copiers 2,653.66,10,0.11,153.88
2204,US-2022-102203,2021-11-29,2021-12-02,First Class,CG-10203,Customer 203,Corporate,United States,City 3,State 3,12203,South,FUR-OFF-3203,Office Supplies,Art,Art 3,695.71,10,0.3,113.87
2205,US-2019-102204,2020-04-04,2020-04-11,First Class,CG-10204,Customer 204,Corporate,United States,City 4,State 4,12204,Central,FUR-FUR-3204,Furniture,Bookcases,Bookcases 4,612.39,7,0.08,157.82
2206,US-2020-102205,2019-02-15,2019-02-17,Same Day,CG-10205,Customer 205,Home Office,United States,City 5,State 5,12205,East,FUR-FUR-3205,Furniture,Furnishings,Furnishings 5,1242.82,10,0.03,193.57
